Ticker,Name
HOTELRUGBY-EQ.NS,HOTEL RUGBY LTD INR10
HOTELRUGBY.NS,Hotel Rugby Limited
HOVS.NS,HOV Services Limited
HRGESSRD1-MF.NS,HDFC ASSET MANAGEM SR 1-FEB 201
HRGESSRG1-MF.NS,HDFC ASSET MANAGEM SR 1-FEB 201
HRGESSRG2-MF.NS,HDFC MUTUAL FUND HDFC-RAJ GANDH
HSIL-EQ.NS,HSIL LIMITED
HSIL.NS,HSIL Limited
HTMEDIA.NS,HT Media Limited
HUBTOWN.NS,Hubtown Limited
HUSYS.NS,Husys Consulting Limited
IBREALEST.NS,Indiabulls Real Estate Limited
IBULHSGFIN-EQ.NS,INDIABULLS HOUSING INR2
IBULHSGFIN.NS,Indiabulls Housing Finance Limited
IBVENTURES-EQ.NS,INDIABULLS VENTURE INR2
IBVENTURES.NS,Indiabulls Ventures Limited
IBWSL-EQ.NS,INDIABULLS WHOLESALE SERVICES L
IBWSL.NS,SORIL Holdings and Ventures Limited
ICICIBANK-EQ.NS,ICICI BANK LIMITED
ICICIBANK.NS,ICICI Bank Limited
ICIL.NS,Indo Count Industries Limited
ICNX100-EQ.NS,ICICI PRUDENTIAL A ICICI PRUDEN
ICNX100.NS,ICICI Prudential Nifty100 ETF
ICRA.NS,ICRA Limited
ICSA-EQ.NS,ICSA (INDIA) LIMITED
ICSA.NS,ICSA (India) Limited
IDBI-EQ.NS,IDBI BANK LIMITED
IDBI.NS,IDBI Bank Limited
IDBIGOLD-EQ.NS,IDBI MUTUAL FUND IDBI GOLD ETF
IDBIGOLD.NS,IDBI Gold ETF
IDEA-EQ.NS,IDEA CELLULAR LIMITED
IDEA.NS,Idea Cellular Limited
IDFC-IL.NS,IDFC LIMITED INR10
IDFC.NS,IDFC Limited
IDFCBANK-BE.NS,IDFC Bank Limited
IDFCBANK-EQ.NS,IDFC BANK LTD INR10
IDFCBANK.NS,IDFC Bank Limited
IDR1ADP-MF.NS,IDBI ASSET MGMT SR I PLAN A-DIV
IDR1AGD-MF.NS,IDBI ASSET MGMT SR I PLAN A-GRO
IFBAGRO.NS,IFB Agro Industries Limited
IFBIND.NS,IFB Industries Limited
IFCI-EQ.NS,IFCI LIMITED
IFCI.NS,IFCI Limited
IFGLREFRAC.NS,IFGL Refractories Limited
IGARASHI.NS,Igarashi Motors India Limited
IGL.NS,Indraprastha Gas Limited
IGOLD-EQ.NS,ICICI PRUDENTIAL A GOLD EXCHANG
IGOLD.NS,ICICI Prudential GOLD ETF
IGPL-EQ.NS,IG PETROCHEMICALS LIMITED
IGPL.NS,I G Petrochemicals Limited
IIFL-EQ.NS,IIFL HOLDINGS LTD INR2
IIFL.NS,IIFL Holdings Limited
IITL-EQ.NS,INDUSTRIAL INVESTMENT TRUST LIM
IITL.NS,Industrial Investment Trust Limited
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
IL&FSTRAN.NS,IL&FS Transportation Networks Limited
IL&FSTRANS.NS,IL&FS Transportation Networks Limited
IMFA-EQ.NS,INDIAN METALS & FERRO ALLOYS LI
IMFA.NS,Indian Metals and Ferro Alloys Limited
IMPAL.NS,India Motor Parts and Accessories Limited
IMPEXFERRO.NS,Impex Ferro Tech Limited
INDBANK-EQ.NS,INDBANK MERCHANT BANKING SERVIC
INDBANK.NS,Indbank Merchant Banking Services Limited
INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM.NS,The India Cements Limited
INDIAGLYCO.NS,India Glycols Limited
INDIANB.NS,Indian Bank
INDIANCARD.NS,The Indian Card Clothing Company Limited
INDIANHUME.NS,The Indian Hume Pipe Company Limited
INDIGO-EQ.NS,INTERGLOBE AVIATIO INR10
INDIGO.NS,InterGlobe Aviation Limited
INDLMETER.NS,IMP Powers Limited
INDNIPPON.NS,India Nippon Electricals Limited
INDOCO.NS,Indoco Remedies Limited
INDORAMA-EQ.NS,INDO RAMA SYNTHETICS (INDIA) LI
INDORAMA.NS,Indo Rama Synthetics (India) Limited
INDOSOLAR.NS,Indosolar Limited
INDOTECH-EQ.NS,INDO TECH TRANSFORMERS LIMITED
INDOTECH.NS,Indo Tech Transformers Limited
INDOTHAI-EQ.NS,INDO THAI SECURITIES LIMITED
INDOTHAI.NS,Indo Thai Securities Limited
INDOWIND-BE.NS,INDOWIND ENERGY INR10
INDOWIND.NS,Indowind Energy Limited
INDRAMEDCO-EQ.NS,INDRAPRASTHA MEDICAL CORPORATIO
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited
INDSWFTLAB-EQ.NS,IND-SWIFT LABORATORIES LIMITED
INDSWFTLAB.NS,Ind-Swift Laboratories Limited
INDSWFTLTD-BE.NS,IND-SWIFT LIMITED
INDSWFTLTD-EQ.NS,IND SWIFT LTD INR2
INDSWFTLTD.NS,Ind-Swift Limited
INDTERRAIN-EQ.NS,INDIAN TERRAIN FAS INR2
INDTERRAIN.NS,Indian Terrain Fashions Limited
INDUSFILA-BE.NS,INDUS FILA LIMITED
INDUSFILA-BZ.NS,INDUS FILA LIMITED
INDUSFILA.NS,Indus Fila Limited
INDUSINDBK-EQ.NS,INDUSIND BANK INR10
INDUSINDBK-IL.NS,INDUSIND BANK INR10
INDUSINDBK.NS,IndusInd Bank Limited
INFINITE.NS,Infinite Computer Solutions (India) Limited
INFOBEANS-IT.NS,InfoBeans Tech Ltd
INFOMEDIA-EQ.NS,INFOMEDIA PRESS LI INR10
INFOMEDIA.NS,Infomedia Press Limited
INFRABEES.NS,RELIANCE NIPPON LI RELIANCE ETF
INFRATEL-EQ.NS,BHARTI INFRATEL LIMITED
INFRATEL.NS,Bharti Infratel Limited
INFY.NS,Infosys Limited
INGERRAND.NS,Ingersoll-Rand (India) Limited
INIFTY-EQ.NS,ICICI PRUDENTIAL A NIFTY
INIFTY.NS,ICICI Prudential Nifty ETF
INNOIND-BZ.NS,INNOVENTIVE IND LTD
INNOIND.NS,Innoventive Industries Limited
INOXLEISUR-EQ.NS,INOX LEISURE LIMITED
INOXLEISUR.NS,Inox Leisure Limited
INOXWIND-EQ.NS,INOX INDIA LIMITED INR10
INOXWIND.NS,Inox Wind Limited
INSECTICI.NS,Insecticides (India) Limited
INSECTICID-EQ.NS,INSECTICIDES (INDIA) LIMITED
INSECTICID.NS,Insecticides (India) Limited
INTEGRA-BE.NS,INTEGRA GARMENTS A INR3
INTEGRA-EQ.NS,INTEGRA GARMENTS A INR3
INTEGRA.NS,Integra Garments and Textiles Limited
INTELLECT-EQ.NS,INTELLECT DESIGN A INR5
INTELLECT.NS,Intellect Design Arena Limited
INVENTURE-EQ.NS,INVENTURE GROWTH & SECURITIES L
INVENTURE.NS,Inventure Growth & Securities Limited
IOB.NS,Indian Overseas Bank
IOC.NS,Indian Oil Corporation Limited
IOLCP-EQ.NS,IOL CHEMICALS AND PHARMACEUTICA
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited
IPAPPM-EQ.NS,INTERNATIONAL PAPE INR10
IPAPPM.NS,International Paper APPM Limited
IPCALAB-EQ.NS,IPCA LABORATORIES LIMITED
IPCALAB-IL.NS,IPCA LABORATORIES INR2
IPCALAB.NS,Ipca Laboratories Limited
IPGETF.NS,ICICI Prudential GOLD ETF
IPRU-8484-MF.NS,ICICIPRAMC - IPRU-8484
IPRU2262-MF.NS,ICICI PRUDENTIAL A EQUITY SAVIN
IPRU2317-MF.NS,ICICI PRUDENTIAL A 73 830D J RE
IPRU2580-MF.NS,ICICI PRUDENTIAL A CAP PRO ORIE
IRB.NS,IRB Infrastructure Developers Limited
ISENSEX-EQ.NS,ICICI PRUDENTIAL A ICICI PRUDEN
ISENSEX.NS,ICICI PRUDENTIAL A ICICI PRUDEN
ISFT-BE.NS,ISFT-BE.NS
ISFT.NS,IntraSoft Technologies Limited
ISMTLTD-EQ.NS,ISMT LTD INR5
ISMTLTD.NS,ISMT Limited
ITC-EQ.NS,ITC LIMITED
ITC.NS,ITC Limited
ITDCEM.NS,ITD Cementation India Limited
ITI.NS,ITI Limited
IVC-EQ.NS,IL&FS INVESTMENT MANAGERS LIMIT
IVC.NS,IL&FS Investment Managers Limited
IVP.NS,IVP Limited
IVRCLINFRA-EQ.NS,IVRCL LIMITED
IVRCLINFRA.NS,IVRCL Limited
IZMO-EQ.NS,IZMO LIMITED INR10
IZMO.NS,IZMO Limited
J&KBANK-EQ.NS,THE JAMMU & KASHMIR BANK LIMITE
J&KBANK.NS,The Jammu and Kashmir Bank Limited
JAGRAN.NS,Jagran Prakashan Limited
JAGSNPHARM-EQ.NS,JAGSONPAL PHARMACE INR5
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAIBALAJI-EQ.NS,JAI BALAJI INDUSTRIES LIMITED
JAIBALAJI.NS,Jai Balaji Industries Limited
JAICORPLTD-EQ.NS,JAI CORP LIMITED
JAICORPLTD.NS,Jai Corp Limited
JAIHINDPRO-EQ.NS,JAIHIND PROJECTS LIMITED
JAIHINDPRO.NS,Jaihind Projects Limited
JAINSTUDIO-BE.NS,JAIN STUDIOS LTD
JAINSTUDIO-EQ.NS,JAIN STUDIOS INR10
JAINSTUDIO.NS,Jain Studios Limited
JAMNAAUTO-EQ.NS,JAMNA AUTO INDUSTRIES LIMITED
JAMNAAUTO.NS,Jamna Auto Industries Limited
JAYAGROGN-EQ.NS,JAYANT AGRO ORGANICS LIMITED
JAYAGROGN.NS,Jayant Agro-Organics Limited
JAYBARMARU.NS,Jay Bharat Maruti Limited
JAYNECOIND-EQ.NS,JAYASWAL NECO IND INR10
JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA-EQ.NS,JAYSHREE TEA INR5
JAYSREETEA.NS,JAYSHREE TEA INR5
JBCHEPHARM-EQ.NS,JB CHEMICALS & PHARMACEUTICALS
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited
JBFIND.NS,JBF Industries Limited
JBMA-EQ.NS,JBM AUTO LTD INR5
JBMA.NS,JBM Auto Limited
JCTEL-EQ.NS,JCT ELECTRONICS INR1.00
JCTEL.NS,JCT Electronics Limited
JENSONICOL-EQ.NS,JENSON & NICHOLSON INR2
JENSONICOL.NS,Jenson & Nicholson (India) Limited
JETAIRWAYS.NS,Jet Airways (India) Limited
JEYPORE.NS,Jeypore Sugar Company Ltd.
JHS-BZ.NS,JHS SVEND. LAB. LTD
JHS-EQ.NS,JHS SVEND. LAB. LTD
JHS.NS,JHS Svendgaard Laboratories Limited
JIKIND-BE.NS,JIK INDUSTRIES INR10
JIKIND.NS,JIK Industries Limited
JINDALPHOT.NS,Jindal Photo Limited
JINDALPOLY-EQ.NS,JINDAL POLY FILMS LIMITED
JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW-EQ.NS,JINDAL SAW LTD INR2(DEMAT)
JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL-EQ.NS,JINDAL STEEL & PWR INR1.00
JINDALSTEL.NS,Jindal Steel & Power Limited
JINDCOT-EQ.NS,JINDAL COTEX LIMITED
JINDCOT.NS,Jindal Cotex Limited
JINDRILL.NS,Jindal Drilling & Industries Limited
JINDWORLD.NS,Jindal Worldwide Limited
JISLDVREQS.NS,Jain Irrigation Systems Limited
JISLJALEQS-EQ.NS,JAIN IRRIGATION INR2
JISLJALEQS.NS,Jain Irrigation Systems Limited
JKCEMENT-EQ.NS,JK CEMENT LIMITED
JKCEMENT.NS,J.K. Cement Limited
JKIL.NS,J. Kumar Infraprojects Limited
JKLAKSHMI.NS,JK Lakshmi Cement Limited
JKPAPER-EQ.NS,JK PAPER LIMITED
JKPAPER.NS,JK Paper Limited
JKTYRE.NS,JK Tyre & Industries Limited
JMA-EQ.NS,JULLUNDUR MOTOR AG INR10
JMA.NS,Jullundur Motor Agency (Delhi) Limited
JMCPROJECT.NS,JMC Projects (India) Limited
JMFINANCIL-EQ.NS,JM FINANCIAL INR1
JMFINANCIL.NS,JM Financial Limited
JMTAUTOLTD-EQ.NS,JMT AUTO LIMITED
JMTAUTOLTD.NS,JMT Auto Limited
JOCIL.NS,Jocil Limited
JPASSOCIAT.NS,Jaiprakash Associates Limited
JPINFRATEC.NS,Jaypee Infratech Limited
JPOLYINVST-EQ.NS,JINDAL POLY INV & INR10
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
JPPOWER.NS,Jaiprakash Power Ventures Limited
JSL-BE.NS,JINDAL STAINLESS INR2
JSL.NS,Jindal Stainless Limited
JSLHISAR.NS,Jindal Stainless (Hisar) Limited
JSWENERGY.NS,JSW Energy Limited
JSWHL-EQ.NS,JSW HOLDINGS LIMIT INR10
JSWHL.NS,JSW Holdings Limited
JSWSTEEL-P1.NS,JSW STEEL LTD INR10 10% CUM RED
JSWSTEEL-P2.NS,JSW STEEL LTD 0.01% PRF 15/03/1
JSWSTEEL.NS,JSW Steel Limited
JUBILANT.NS,Jubilant Life Sciences Limited
JUBLFOOD.NS,Jubilant FoodWorks Limited
JUBLINDS.NS,Jubilant Industries Limited
JUMBO-BZ.NS,JUMBO-BZ.NS
JUNIORBEES-EQ.NS,NIFTY JR BENCHMARK ETF
JUNIORBEES.NS,Goldman Sachs Junior BeES ETF
JUSTDIAL-EQ.NS,JUST DIAL LTD INR10
JUSTDIAL.NS,Just Dial Limited
JVLAGRO.NS,JVL Agro Industries Limited
JYOTHYLAB.NS,Jyothy Laboratories Limited
JYOTISTRUC-EQ.NS,JYOTI STRUCTURES INR2
JYOTISTRUC.NS,Jyoti Structures Limited
KABRAEXTRU-EQ.NS,KABRA EXTRUSIONTEC INR5.00
KABRAEXTRU.NS,Kabra Extrusiontechnik Limited
KAJARIACER.NS,Kajaria Ceramics Limited
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited
KALINDEE-EQ.NS,KALINDEE RAIL NIRMAN (ENGINEERS
KALINDEE.NS,Kalindee Rail Nirman (Engineers) Limited
KALPATPOWR.NS,Kalpataru Power Transmission Limited
KALYANIFRG-BE.NS,KALYANI FORGE INR10
KALYANIFRG-EQ.NS,KALYANI FORGE INR10
KALYANIFRG.NS,Kalyani Forge Limited
KAMATHOTEL-EQ.NS,KAMAT HOTELS (I) LIMITED
KAMATHOTEL.NS,Kamat Hotels (India) Limited
KAMDHENU.NS,Kamdhenu Limited
KANANIIND-EQ.NS,KANANI INDUSTRIES LIMITED
KANANIIND.NS,Kanani Industries Limited
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KANSAINER-EQ.NS,KANSAI NEROLAC PAINTS LIMITED
KANSAINER.NS,Kansai Nerolac Paints Limited
KARMAENG.NS,Karma Energy Limited
KARURVYSYA.NS,The Karur Vysya Bank Limited
KAUSHALYA-EQ.NS,KAUSHALYA INFRASTRUCTURE DEVELO
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
KAVVERITEL-EQ.NS,KAVVERI TELECOM PR INR10
KAVVERITEL.NS,Kavveri Telecom Products Limited
KAYA-BE.NS,Kaya Limited
KAYA-EQ.NS,KAYA LIMITED INR10
KAYA.NS,Kaya Limited
KBIL.NS,Kirloskar Brothers Investments Ltd.
KCP.NS,The KCP Limited
KCPSUGIND.NS,K.C.P. Sugar and Industries Corporation Limited
KDDL.NS,KDDL Limited
KEC-EQ.NS,KEC INTERNATIONAL INR2
KEC.NS,KEC International Limited
KECL-EQ.NS,KIRLOSKAR ELECTRIC COMPANY LIMI
KECL.NS,Kirloskar Electric Company Limited
KEI.NS,KEI Industries Limited
KELLTONTEC.NS,Kellton Tech Solutions Limited
KEMROCK-EQ.NS,KEMROCK INDUSTRIES INR10
KEMROCK.NS,Kemrock Industries and Exports Limited
KERNEX-BE.NS,KERNEX MICROSYSTEM INR10
KERNEX.NS,Kernex Microsystems (India) Limited
KESARENT-EQ.NS,KESAR ENTERPRISES LIMITED
KESARENT.NS,Kesar Enterprises Limited
KESORAMIND-BE.NS,KESORAM INDUSTRIES INR10
KESORAMIND-BZ.NS,KESORAM INDUSTRIES LTD
KESORAMIND-EQ.NS,KESORAM INDUSTRIES LIMITED
KESORAMIND.NS,Kesoram Industries Limited
KEYCORPSER-BE.NS,KEYNOTECORPORATE
KEYCORPSER-EQ.NS,KEYNOTE CORPORATE SERVICES LIMI
KEYCORPSER.NS,Keynote Corporate Services Limited
KFA-BZ.NS,KINGFISHER AIRLINES LTD
KGL.NS,Karuturi Global Limited
KHAITANELE-EQ.NS,KHAITAN ELECTRICAL INR10
KHAITANELE.NS,Khaitan Electricals Limited
KHAITANLTD-BE.NS,KHAITAN (INDIA) LTD. INR10
KHAITANLTD-EQ.NS,KHAITAN (INDIA)LTD INR10
KHAITANLTD.NS,Khaitan (India) Limited
KHANDSE-EQ.NS,KHANDWALA SEC LTD INR10
KHANDSE.NS,Khandwala Securities Limited
KICL-EQ.NS,KALYANI INVESTMENT COMPANY LIMI
KICL.NS,Kalyani Investment Company Limited
KIL.NS,Kamdhenu Limited
KILITCH-EQ.NS,KILITCH DRUGS (INDIA) LIMITED
KILITCH.NS,Kilitch Drugs (India) Limited
KIRIINDUS.NS,Kiri Industries Limited
KIRLOSBROS-EQ.NS,KIRLOSKAR BROTHERS INR2
KIRLOSBROS.NS,Kirloskar Brothers Limited
KIRLOSENG-EQ.NS,KIRLOSKAR OIL ENGINES LIMITED
KIRLOSENG.NS,Kirloskar Oil Engines Limited
KIRLOSIND-EQ.NS,KIRLOSKAR INDUSTRIES LIMITED
KIRLOSIND.NS,Kirloskar Industries Limited
KITEX-EQ.NS,KITEX GARMENTS LIMITED
KITEX.NS,Kitex Garments Limited
KITPLYIND-BZ.NS,KITPLY INDUSTRIES LTD
KKCL.NS,Kewal Kiran Clothing Limited
KMSUGAR-BE.NS,KM SUGAR MILLS LTD INR2
KMSUGAR-EQ.NS,KM SUGAR MILLS LTD INR2
KMSUGAR.NS,K M Sugar Mills Limited
KNRCON.NS,KNR Constructions Limited
KOHINOOR-EQ.NS,KOHINOOR FOODS LIMITED
KOHINOOR.NS,Kohinoor Foods Limited
KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOLTEPATIL-EQ.NS,KOLTE - PATIL DEVELOPERS LIMITE
KOLTEPATIL.NS,Kolte-Patil Developers Limited
KOPDRUGS-BZ.NS,KDL BIOTECH LIMITED
KOPRAN.NS,Kopran Limited
KOTAKBANK-IL.NS,KOTAK MAHINDRA BAN INR5
KOTAKBANK.NS,Kotak Mahindra Bank Limited
KOTAKBKETF-EQ.NS,KOTAK MAHINDRA MF BANKING DIV P
KOTAKBKETF.NS,Kotak Banking ETF
KOTAKGOLD.NS,Kotak Gold ETF
KOTAKNIFTY-EQ.NS,KOTAK MAHINDRA ASS KOTAK NIFTY
KOTAKNIFTY.NS,Kotak Nifty ETF
KOTAKNV20-EQ.NS,KOTAK MAHINDRA ASS KOTAK NV 20
KOTAKNV20.NS,Kotak NV 20 ETF
KOTAKPSUBK.NS,Kotak PSU Bank ETF
KOTARISUG.NS,Kothari Sugars and Chemicals Limited
KOTHARIPET-EQ.NS,KOTHARI PETROCHEM INR10
KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTHARIPRO.NS,Kothari Products Limited
KOVAI.NS,Kovai Medical Center & Hospital Ltd.
KPIT.NS,KPIT Technologies Limited
KPRMILL-EQ.NS,K.P.R. MILL LIMITED
KPRMILL.NS,K.P.R. Mill Limited
KRBL.NS,KRBL Limited
KRIDHANINF-EQ.NS,KRIDHAN INFRA LIMI INR2
KRIDHANINF.NS,KRIDHAN INFRA LIMI INR2
KRISHNAENG-BE.NS,KRISHNAENGGWORKS
KRISHNAENG-BZ.NS,KRISHNAENGGWORKS
KRISHNAENG-EQ.NS,KRISHNA ENGINEERING WORKS LTD.
KRISHNAENG.NS,KRISHNA ENGINEERING WORKS LTD.
KSBPUMPS.NS,KSB Pumps Limited
KSCL-EQ.NS,KAVERI SEED COMPANY LIMITED
KSCL-IL.NS,KAVERI SEED COMPAN INR2
KSCL.NS,Kaveri Seed Company Limited
KSE-BE.NS,KSE-BE.NS
KSERASERA-BE.NS,KSS LTD INR1
KSERASERA.NS,KSS Limited
KSK-EQ.NS,KSK ENERGY VENTURES LIMITED
KSK.NS,KSK Energy Ventures Limited
KSL-EQ.NS,KALYANI STEELS LIMITED
KSL.NS,Kalyani Steels Limited
KSOILS.NS,KS Oils Ltd.
KTIL-EQ.NS,KESAR TERMINALS & INFRASTRUCTUR
KTIL.NS,Kesar Terminals & Infrastructure Limited
KTKBANK.NS,The Karnataka Bank Limited
KTKNV20ETF-EQ.NS,KOTAKMAMC - KTKNV20ETF
KWALITY-EQ.NS,KWALITY LIMITED
KWALITY.NS,Kwality Limited
L&TFH-EQ.NS,L&T FINANCE HOLDINGS LIMITED
L&TFH.NS,L&T Finance Holdings Limited
LAKPRE.NS,Lakshmi Precision Screws Limited
LAKSHMIEFL-EQ.NS,LAKSHMI ENERGY & F INR2
LAKSHMIEFL.NS,LAKSHMI ENERGY & F INR2
LAKSHMIFIN-BE.NS,LAKSHMIFIN-BE.NS
LAKSHVILAS.NS,The Lakshmi Vilas Bank Limited
LALPATHLAB-EQ.NS,DR LAL PATHLABS LT INR10
LALPATHLAB.NS,Dr. Lal PathLabs Limited
LAMBODHARA-EQ.NS,LAMBODHARA TEXTILE INR5
LAMBODHARA.NS,Lambodhara Textiles Limited
LAOPALA.NS,La Opala RG Limited
LAXMIMACH-EQ.NS,LAKSHMI MACHINE WORKS LIMITED
LAXMIMACH.NS,Lakshmi Machine Works Limited
LCCINFOTEC-BE.NS,LCC INFOTECH INR2
LCCINFOTEC-EQ.NS,LCC INFOTECH INR2
LCCINFOTEC.NS,LCC Infotech Limited
LFIC-BE.NS,Lakshmi Fin Ind Corp Ltd
LFIC-EQ.NS,LAKSHMI FINANCE & INR10
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited
LGBFORGE-EQ.NS,LGB FORGE LIMITED
LGBFORGE.NS,LGB Forge Limited
LIBERTSHOE.NS,Liberty Shoes Limited
LICHSGFIN-EQ.NS,LIC HOUSING FINANCE LIMITED
LICHSGFIN.NS,LIC Housing Finance Limited
LICNETFGSC-EQ.NS,LIC MUTUAL FUND G-SEC LONG TERM
LICNETFGSC.NS,LIC MUTUAL FUND G-SEC LONG TERM
LICNETFN50.NS,LIC MUTUAL FUND ETF- NIFTY 50-
LICNFENGP-EQ.NS,LICNAMC - LICNFENGP
LICNFENGP.NS,LIC MF ETF Nifty 50
LICNMFET-EQ.NS,LICNAMC - LICNMFET
LINCOLN-EQ.NS,LINCOLN PHARMA LTD INR10
LINCOLN.NS,LINCOLN PHARMA LTD INR10
LINCPEN-EQ.NS,LINC PEN & PLASTIC INR10
LINCPEN.NS,LINC PEN & PLASTIC INR10
LINDEINDIA-EQ.NS,LINDE INDIA LTD INR10
LINDEINDIA.NS,Linde India Limited
LIQUIDBEES.NS,Goldman Sachs Liquid BeES ETF
LITL.NS,Lanco Infratech Limited
LLOYDELENG.NS,LEEL Electricals Limited
LLOYDFIN.NS,LLOYDS FINANCE INR10
LML.NS,LML Limited
LOKESHMACH.NS,Lokesh Machines Limited
LOTUSEYE-EQ.NS,LOTUS EYE CARE HOSPITAL LIMITED
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited
LOVABLE-EQ.NS,LOVABLE LINGERIE LIMITED
LOVABLE.NS,Lovable Lingerie Limited
LPDC-EQ.NS,LANDMARK PROP DEV INR1
LPDC.NS,Landmark Property Development Company Limited
LT-EQ.NS,LARSEN & TOUBRO LIMITED
LT.NS,Larsen & Toubro Limited
LTMFXTG-MF.NS,L&T MUTUAL FUND FMP GRWT OPT 03
LUMAXAUTO.NS,Lumax Automotive Systems Limited
LUMAXIND-EQ.NS,LUMAX INDUSTRIES LIMITED
LUMAXIND.NS,Lumax Industries Limited
LUMAXTECH-EQ.NS,LUMAX AUTO TECHNOLOGIES LIMITED
LUMAXTECH.NS,Lumax Auto Technologies Limited
LUPIN-IL.NS,LUPIN LTD INR2
LUPIN.NS,Lupin Limited
LUXIND-EQ.NS,LUX INDUSTRIES LTD INR2
LUXIND.NS,Lux Industries Limited
LYCOS-EQ.NS,LYCOS INTERNET LTD INR2
LYCOS.NS,Lycos Internet Limited
LYKALABS-EQ.NS,LYKA LABS LIMITED
LYKALABS.NS,Lyka Labs Limited
LYPSAGEMS-EQ.NS,LYPSA GEMS & JEWEL INR10
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
M&M.NS,Mahindra & Mahindra Limited
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
M100-EQ.NS,MOST SHARES M100 ETF
M100.NS,Motilal Oswal MOSt Shares Midcap 100 ETF
M50-EQ.NS,MOTILAL OSWAL FINA GROWTH UNITS
M50.NS,Motilal Oswal MOSt Shares M50 ETF
MAANALU.NS,Maan Aluminium Limited
MADHAV.NS,Madhav Marbles and Granites Limited
MADHUCON.NS,Madhucon Projects Limited
MADRASFERT-EQ.NS,MADRAS FERTILIZERS INR10(DEMAT)
MADRASFERT.NS,Madras Fertilizers Limited
MAGMA-EQ.NS,MAGMA FINCORP LIMITED
MAGMA.NS,Magma Fincorp Limited
MAGNUM-EQ.NS,MAGNUM VENTURES LT INR10
MAGNUM.NS,Magnum Ventures Limited
MAHABANK.NS,Bank of Maharashtra
MAHINDCIE-EQ.NS,MAHINDRA CIE AUTO INR10
MAHINDCIE.NS,Mahindra CIE Automotive Limited
MAHLIFE-EQ.NS,MAHINDRA LIFESPACE DEVELOPERS L
MAHLIFE.NS,Mahindra Lifespace Developers Limited
MAHSCOOTER.NS,Maharashtra Scooters Limited
MAHSEAMLES.NS,Maharashtra Seamless Limited
MAITHANALL.NS,Maithan Alloys Limited
MAJESCO-BE.NS,Majesco Limited
MAJESCO-EQ.NS,MAJESCO LIMITED INR5
MAJESCO.NS,MAJESCO LIMITED INR5
MALUPAPER-EQ.NS,MALU PAPER MILLS LIMITED
MALUPAPER.NS,Malu Paper Mills Limited
MALWACOTT-BE.NS,MALWA COTTON SPG. MILLS L
MALWACOTT.NS,Malwa Cotton Spinning Mills Limited
MANAKALUCO-BE.NS,Manak Aluminium Co. Ltd.
MANAKALUCO-EQ.NS,MANAKSIA ALUMINIUM INR1
MANAKALUCO.NS,MANAKSIA ALUMINIUM INR1
MANAKCOAT-BE.NS,Man Coat Metal & Ind Ltd
MANAKCOAT-EQ.NS,MANAKSIA COATED ME INR1
MANAKCOAT.NS,MANAKSIA COATED ME INR1
MANAKINDST-BE.NS,Manaksia Industries Ltd
MANAKINDST-EQ.NS,MANAKSIA INDUSTRIE INR1
MANAKINDST.NS,MANAKSIA INDUSTRIE INR1
MANAKSIA.NS,Manaksia Limited
MANAKSTEEL-BE.NS,Manaksia Steels Ltd
MANAKSTEEL-EQ.NS,MANAKSIA STEELS LT INR1
MANAKSTEEL.NS,MANAKSIA STEELS LT INR1
MANALIPETC-EQ.NS,MANALI PETROCHEMS INR5
MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM-EQ.NS,MANAPPURAM FINANCE LIMITED
MANAPPURAM.NS,Manappuram Finance Limited
MANDHANA.NS,Mandhana Industries Limited
MANGALAM-EQ.NS,MANGALAM DRUGS & O INR10
MANGALAM.NS,Mangalam Drugs & Organics Limited
MANGCHEFER-EQ.NS,MANGALORE CHEMICALS & FERTILIZE
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited
MANGLMCEM.NS,Mangalam Cement Limited
MANGTIMBER-EQ.NS,MANGALAM TIMBER INR10
MANGTIMBER.NS,Mangalam Timber Products Limited
MANINDS-EQ.NS,MAN INDUSTRIES (INDIA) LIMITED
MANINDS.NS,Man Industries (India) Limited
MANINFRA.NS,Man Infraconstruction Limited
MANPASAND-EQ.NS,MANPASAND BEVERAGE INR10
MANPASAND.NS,Manpasand Beverages Limited
